Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score,Total Delay Time
1,1,0.218,0,1,0.494,3,0.0,0,0.668,3.0
1,1,0.577,0,1,0.169,0,30.0,0,0.479,30.0
0,1,0.128,0,1,0.197,80,85.0,0,0.65,165.0
1,1,0.295,1,0,0.415,5,26.0,0,0.604,31.0
1,1,0.5,0,0,0.152,0,0.0,0,0.761,0.0
0,1,0.641,1,1,0.112,0,0.0,1,0.507,0.0
1,1,0.449,1,0,0.408,0,0.0,1,0.696,0.0
1,1,0.397,0,2,0.059,0,0.0,0,0.625,0.0
1,1,0.077,0,1,0.304,0,0.0,0,0.55,0.0
1,0,0.449,1,1,0.037,0,18.0,0,0.596,18.0
1,1,0.628,1,0,0.772,0,0.0,1,0.786,0.0
1,1,0.41,1,1,0.119,0,0.0,1,0.736,0.0
0,0,0.423,1,1,0.084,0,0.0,0,0.493,0.0
0,1,0.513,1,0,0.086,3,16.0,1,0.646,19.0
1,1,0.192,0,1,0.161,61,51.0,0,0.75,112.0
1,1,0.436,1,0,0.516,67,79.0,1,0.821,146.0
1,1,0.256,0,1,0.163,8,8.0,0,0.729,16.0
0,1,0.359,0,1,0.225,0,0.0,0,0.696,0.0
0,0,0.423,1,1,0.154,27,20.0,0,0.546,47.0
0,1,0.038,0,1,0.183,0,0.0,0,0.557,0.0
1,0,0.936,1,0,0.039,0,0.0,1,0.718,0.0
0,1,0.423,0,1,0.011,0,0.0,0,0.846,0.0
1,1,0.551,1,0,0.063,0,0.0,1,0.668,0.0
1,1,0.359,1,0,0.365,0,0.0,1,0.571,0.0
0,1,0.256,1,0,0.787,7,1.0,1,0.654,8.0
1,1,0.231,0,1,0.164,160,150.0,0,0.643,310.0
0,0,0.192,1,1,0.169,15,0.0,0,0.45,15.0
1,1,0.41,1,0,0.43,0,0.0,1,0.689,0.0
1,1,0.051,0,1,0.479,168,136.0,0,0.629,304.0
0,1,0.256,0,1,0.152,24,47.0,0,0.704,71.0
0,1,0.577,1,0,0.145,0,0.0,1,0.607,0.0
1,1,0.141,0,1,0.124,0,0.0,0,0.386,0.0
1,1,0.41,0,1,0.163,0,2.0,0,0.621,2.0
1,1,0.41,0,1,0.086,0,0.0,0,0.6,0.0
1,1,0.385,0,1,0.063,0,0.0,0,0.65,0.0
1,1,0.333,1,0,0.604,15,20.0,1,0.818,35.0
0,1,0.167,0,1,0.115,71,57.0,0,0.686,128.0
0,1,0.577,1,0,0.611,0,0.0,1,0.789,0.0
0,1,0.615,1,0,0.214,0,4.0,1,0.693,4.0
0,1,0.436,1,0,0.472,31,39.0,0,0.532,70.0
1,1,0.513,1,0,0.132,3,9.0,1,0.907,12.0
0,0,0.269,1,1,0.164,0,0.0,0,0.654,0.0
1,1,0.679,1,0,0.131,0,0.0,1,0.818,0.0
1,1,0.231,0,1,0.169,0,0.0,0,0.579,0.0
1,1,0.256,1,1,0.2,0,5.0,0,0.511,5.0
1,1,0.5,1,0,0.352,2,0.0,1,0.918,2.0
0,1,0.487,1,1,0.178,33,34.0,1,0.571,67.0
1,1,0.692,0,1,0.037,0,0.0,0,0.718,0.0
1,1,0.077,0,1,0.1,0,0.0,1,0.75,0.0
1,1,0.333,0,0,0.132,0,0.0,0,0.65,0.0
0,1,0.513,1,0,0.033,0,0.0,1,0.596,0.0
0,1,0.513,1,0,0.536,0,0.0,1,0.821,0.0
1,0,0.295,1,1,0.047,39,37.0,0,0.482,76.0
1,0,0.346,1,1,0.075,6,0.0,0,0.668,6.0
1,0,0.205,1,1,0.104,0,0.0,1,0.607,0.0
1,1,0.436,1,0,0.235,14,38.0,1,0.736,52.0
1,0,0.154,1,1,0.014,0,0.0,0,0.711,0.0
1,1,0.192,1,0,0.393,0,0.0,0,0.436,0.0
0,1,0.205,0,1,0.294,0,0.0,0,0.55,0.0
0,1,0.192,1,0,0.718,8,0.0,1,0.846,8.0
1,1,0.5,1,1,0.113,46,39.0,0,0.45,85.0
0,1,0.41,1,2,0.046,0,0.0,0,0.296,0.0
0,1,0.641,1,2,0.063,18,25.0,0,0.682,43.0
0,1,0.654,1,0,0.753,0,0.0,1,0.771,0.0
0,1,0.115,0,1,0.084,0,0.0,0,0.582,0.0
1,1,0.167,0,1,0.217,24,17.0,0,0.657,41.0
0,1,0.423,1,0,0.376,7,14.0,1,0.632,21.0
1,1,0.179,0,1,0.139,2,0.0,0,0.589,2.0
1,0,0.192,1,1,0.22,0,0.0,1,0.682,0.0
0,1,0.564,1,0,0.032,11,1.0,1,0.639,12.0
0,1,0.462,1,1,0.044,0,0.0,0,0.625,0.0
1,1,0.564,0,1,0.058,1,0.0,0,0.604,1.0
0,1,0.59,1,0,0.075,19,33.0,1,0.696,52.0
1,0,0.179,1,1,0.053,28,13.0,0,0.411,41.0
0,1,0.308,0,1,0.2,1,0.0,0,0.554,1.0
1,1,0.462,1,0,0.685,0,0.0,1,0.6,0.0
1,1,0.128,0,1,0.448,9,8.0,0,0.532,17.0
0,0,0.282,1,0,0.342,0,4.0,0,0.679,4.0
1,1,0.474,0,1,0.198,66,77.0,0,0.629,143.0
1,1,0.333,1,2,0.046,0,0.0,0,0.418,0.0
1,1,0.333,1,0,0.02,0,0.0,1,0.571,0.0
1,1,0.436,1,0,0.435,18,1.0,1,0.668,19.0
0,1,0.179,0,1,0.103,8,49.0,0,0.639,57.0
0,1,0.564,1,0,0.509,0,2.0,1,0.589,2.0
1,1,0.526,1,0,0.614,0,7.0,1,0.679,7.0
1,0,0.231,1,1,0.114,0,0.0,0,0.579,0.0
1,1,0.551,0,1,0.186,2,0.0,0,0.807,2.0
1,1,0.846,1,0,0.64,5,0.0,1,0.771,5.0
1,1,0.167,0,1,0.198,0,0.0,0,0.439,0.0
0,0,0.359,1,1,0.27,0,0.0,0,0.671,0.0
0,0,0.423,1,0,0.067,38,17.0,0,0.421,55.0
0,1,0.295,1,0,0.399,42,20.0,0,0.468,62.0
1,1,0.628,1,0,0.427,74,71.0,1,0.743,145.0
0,0,0.077,1,1,0.159,0,0.0,1,0.657,0.0
1,1,0.667,1,0,0.119,0,0.0,1,0.743,0.0
0,1,0.179,0,2,0.04,0,3.0,0,0.325,3.0
0,1,0.603,0,1,0.06,0,0.0,0,0.636,0.0
0,1,0.526,0,1,0.163,0,0.0,1,0.736,0.0
0,1,0.808,0,2,0.057,0,0.0,0,0.518,0.0
0,1,0.141,0,1,0.055,0,0.0,0,0.546,0.0
0,1,0.462,0,0,0.207,0,0.0,0,0.454,0.0
1,1,0.333,0,0,0.393,0,0.0,0,0.596,0.0
1,1,0.474,1,0,0.021,0,0.0,1,0.782,0.0
0,1,0.513,0,1,0.153,3,0.0,0,0.446,3.0
1,1,0.718,0,1,0.274,0,0.0,0,0.454,0.0
1,1,0.615,1,0,0.358,1,0.0,1,0.696,1.0
0,1,0.295,1,0,0.168,0,0.0,1,0.711,0.0
0,1,0.462,0,1,0.115,12,0.0,1,0.7,12.0
0,0,0.269,1,1,0.088,0,0.0,0,0.55,0.0
1,1,0.295,1,0,0.224,0,15.0,0,0.629,15.0
1,0,0.397,1,0,0.125,0,0.0,0,0.696,0.0
1,1,0.641,1,2,0.167,1,0.0,1,0.611,1.0
0,1,0.526,0,1,0.193,2,7.0,0,0.679,9.0
0,1,0.192,1,0,0.193,16,15.0,1,0.754,31.0
0,1,0.308,1,0,0.425,0,10.0,1,0.771,10.0
1,1,0.5,1,0,0.488,0,0.0,1,0.821,0.0
1,1,0.538,1,0,0.773,0,9.0,1,0.861,9.0
0,0,0.359,1,0,0.206,27,46.0,0,0.55,73.0
0,0,0.205,1,1,0.052,0,0.0,1,0.486,0.0
1,1,0.577,1,0,0.108,18,12.0,1,0.768,30.0
1,1,0.474,1,2,0.032,0,0.0,0,0.318,0.0
0,0,0.654,1,0,0.052,0,0.0,1,0.832,0.0
1,1,0.577,0,2,0.084,49,45.0,0,0.739,94.0
1,1,0.333,1,1,0.027,9,8.0,0,0.614,17.0
0,1,0.538,1,1,0.239,108,107.0,1,0.689,215.0
1,0,0.603,1,1,0.177,17,17.0,0,0.725,34.0
1,0,0.462,1,0,0.114,160,156.0,0,0.443,316.0
0,0,0.231,1,1,0.213,0,0.0,1,0.829,0.0
1,1,0.5,1,0,0.022,25,13.0,0,0.6,38.0
0,1,0.795,0,0,0.074,0,16.0,0,0.421,16.0
0,0,0.231,1,0,0.115,0,0.0,0,0.596,0.0
1,1,0.038,0,1,0.119,15,10.0,0,0.689,25.0
0,1,0.346,1,1,0.163,44,33.0,0,0.471,77.0
0,1,0.244,1,0,0.108,65,61.0,1,0.604,126.0
0,1,0.551,1,0,0.516,23,0.0,1,0.832,23.0
0,1,0.192,1,1,0.324,31,30.0,0,0.543,61.0
1,1,0.615,1,0,0.113,62,67.0,1,0.6,129.0
1,1,0.603,1,0,0.514,0,0.0,1,0.682,0.0
1,1,0.615,1,0,0.329,0,0.0,1,0.571,0.0
0,1,0.179,0,1,0.067,0,0.0,1,0.679,0.0
1,1,0.051,0,1,0.1,25,13.0,0,0.746,38.0
1,1,0.564,0,2,0.061,40,38.0,0,0.55,78.0
1,1,0.41,1,0,0.742,0,1.0,0,0.518,1.0
1,0,0.192,1,1,0.049,0,0.0,0,0.5,0.0
0,1,0.564,1,1,0.022,11,0.0,1,0.679,11.0
1,1,0.667,0,2,0.017,61,57.0,0,0.625,118.0
1,1,0.718,0,1,0.026,0,0.0,0,0.704,0.0
1,1,0.679,1,1,0.128,0,0.0,0,0.264,0.0
0,1,0.41,1,0,0.408,0,0.0,0,0.375,0.0
0,1,0.346,0,2,0.092,0,8.0,0,0.639,8.0
0,1,0.782,0,1,0.104,18,31.0,0,0.65,49.0
1,0,0.269,1,0,0.224,9,3.0,0,0.65,12.0
1,1,0.141,0,0,0.075,5,0.0,0,0.643,5.0
0,1,0.462,1,0,0.062,94,91.0,1,0.821,185.0
1,1,0.654,0,1,0.014,0,0.0,0,0.604,0.0
1,1,0.564,1,0,0.719,0,0.0,1,0.714,0.0
1,1,0.385,1,0,0.027,0,0.0,1,0.704,0.0
1,1,0.462,1,0,0.698,0,11.0,1,0.621,11.0
0,0,0.359,1,0,0.211,0,0.0,0,0.643,0.0
1,1,0.526,1,0,0.055,0,0.0,1,0.546,0.0
0,1,0.282,0,1,0.068,1,0.0,0,0.618,1.0
0,1,0.679,1,1,0.201,57,120.0,1,0.664,177.0
0,0,0.231,1,0,0.303,0,0.0,1,0.746,0.0
1,0,0.026,1,1,0.264,0,0.0,0,0.571,0.0
1,1,0.538,1,0,0.508,0,0.0,1,0.675,0.0
0,1,0.513,0,0,0.121,2,4.0,0,0.732,6.0
0,1,0.513,1,0,0.696,0,27.0,1,0.854,27.0
1,1,0.577,0,2,0.131,51,43.0,0,0.507,94.0
0,1,0.295,0,1,0.221,6,10.0,0,0.679,16.0
1,1,0.013,0,1,0.039,1,0.0,0,0.586,1.0
1,1,0.295,1,0,0.77,130,122.0,1,0.532,252.0
0,1,0.385,1,1,0.052,24,14.0,0,0.625,38.0
1,0,0.192,1,0,0.226,0,0.0,1,0.629,0.0
1,1,0.577,0,1,0.237,19,50.0,0,0.521,69.0
0,0,0.179,1,1,0.08,25,16.0,0,0.432,41.0
1,1,0.59,1,0,0.048,0,0.0,1,0.568,0.0
0,1,0.513,1,2,0.414,0,0.0,0,0.518,0.0
1,1,0.538,1,1,0.555,6,0.0,0,0.461,6.0
1,1,0.372,1,0,0.425,0,0.0,1,0.711,0.0
1,0,0.513,1,2,0.041,0,5.0,1,0.829,5.0
0,1,0.282,1,2,0.114,0,0.0,1,0.568,0.0
1,0,0.667,1,1,0.05,0,0.0,0,0.711,0.0
0,1,0.731,1,0,0.075,0,0.0,1,0.593,0.0
0,1,0.462,0,1,0.141,0,0.0,0,0.607,0.0
1,1,0.513,1,0,0.17,0,0.0,1,0.543,0.0
0,1,0.59,1,1,0.355,0,9.0,0,0.564,9.0
1,1,0.359,1,0,0.081,0,10.0,0,0.482,10.0
1,0,0.218,1,1,0.141,6,0.0,0,0.7,6.0
1,1,0.359,1,0,0.426,64,71.0,0,0.621,135.0
1,0,0.231,1,1,0.237,17,16.0,0,0.475,33.0
1,1,0.551,0,1,0.154,0,11.0,0,0.639,11.0
0,1,0.474,1,0,0.062,2,0.0,1,0.818,2.0
0,1,0.564,1,0,0.61,27,44.0,0,0.607,71.0
0,1,0.731,0,1,0.121,0,0.0,0,0.393,0.0
1,0,0.231,1,0,0.114,1,1.0,1,0.721,2.0
0,1,0.013,0,1,0.038,0,0.0,0,0.314,0.0
1,0,0.256,1,1,0.296,0,8.0,0,0.6,8.0
1,1,0.641,1,0,0.037,10,4.0,0,0.568,14.0
1,1,0.333,1,2,0.017,0,0.0,1,0.754,0.0
1,0,0.705,1,1,0.046,0,0.0,0,0.693,0.0
1,1,0.359,1,2,0.029,5,0.0,0,0.525,5.0
0,1,0.487,1,0,0.426,0,0.0,1,0.675,0.0
0,1,0.538,0,2,0.054,0,0.0,0,0.657,0.0
1,1,0.423,1,0,0.492,126,115.0,1,0.571,241.0
1,0,0.244,1,1,0.114,3,0.0,0,0.293,3.0
0,1,0.423,1,0,0.639,0,0.0,0,0.589,0.0
1,0,0.603,1,0,0.237,0,0.0,0,0.861,0.0
0,1,0.628,1,1,0.065,0,0.0,1,0.632,0.0
1,1,0.256,1,0,0.65,11,8.0,1,0.707,19.0
0,1,0.423,1,0,0.523,18,10.0,1,0.757,28.0
0,1,0.654,1,0,0.736,2,3.0,1,0.768,5.0
1,1,0.256,0,1,0.162,0,0.0,0,0.586,0.0
0,0,0.179,1,1,0.023,0,0.0,0,0.557,0.0
0,1,0.385,1,2,0.082,0,0.0,0,0.575,0.0
0,1,0.449,1,0,0.031,0,0.0,1,0.818,0.0
0,1,0.795,0,1,0.22,0,0.0,0,0.604,0.0
1,1,0.821,1,0,0.724,0,0.0,0,0.529,0.0
0,0,0.282,1,0,0.094,0,0.0,0,0.411,0.0
1,1,0.538,1,0,0.755,126,125.0,0,0.393,251.0
0,1,0.244,1,0,0.362,0,0.0,1,0.714,0.0
1,0,0.705,1,2,0.011,42,46.0,0,0.489,88.0
0,1,0.192,1,0,0.185,75,69.0,1,0.646,144.0
1,1,0.09,0,1,0.061,0,0.0,0,0.529,0.0
0,1,0.641,0,1,0.034,0,0.0,0,0.704,0.0
1,1,0.41,1,2,0.164,9,0.0,0,0.429,9.0
1,1,0.551,0,1,0.059,0,0.0,1,0.714,0.0
1,1,0.59,0,1,0.183,0,0.0,0,0.468,0.0
0,1,0.577,1,0,0.462,36,18.0,1,0.846,54.0
1,1,0.679,1,1,0.184,32,105.0,0,0.268,137.0
1,0,0.244,1,0,0.128,0,0.0,0,0.707,0.0
1,0,0.436,1,1,0.367,15,20.0,0,0.318,35.0
1,1,0.128,0,1,0.187,115,131.0,0,0.318,246.0
0,1,0.346,1,0,0.544,0,2.0,1,0.636,2.0
1,1,0.628,0,0,0.276,0,0.0,0,0.429,0.0
0,1,0.526,0,1,0.168,0,0.0,0,0.754,0.0
0,1,0.756,1,0,0.719,0,3.0,0,0.432,3.0
0,0,0.231,1,1,0.141,2,5.0,0,0.689,7.0
1,0,0.205,1,1,0.073,0,0.0,1,0.718,0.0
1,1,0.205,0,1,0.08,4,2.0,1,0.496,6.0
1,1,0.487,1,0,0.665,0,3.0,1,0.764,3.0
0,1,0.269,1,2,0.148,0,36.0,0,0.461,36.0
1,0,0.192,1,1,0.075,23,22.0,0,0.661,45.0
0,1,0.5,0,1,0.316,0,0.0,1,0.668,0.0
1,1,0.41,1,0,0.432,0,22.0,1,0.614,22.0
0,1,0.641,1,0,0.601,0,0.0,0,0.386,0.0
1,1,0.218,0,1,0.167,0,0.0,0,0.664,0.0
1,1,0.436,1,1,0.075,0,0.0,0,0.418,0.0
1,1,0.474,0,2,0.028,0,0.0,0,0.536,0.0
0,0,0.064,1,1,0.164,0,2.0,0,0.571,2.0
1,1,0.615,1,0,0.7,5,0.0,1,0.829,5.0
1,1,0.564,0,1,0.034,0,0.0,0,0.546,0.0
1,1,0.167,0,1,0.062,0,0.0,0,0.757,0.0
0,1,0.077,1,0,0.19,0,0.0,1,0.611,0.0
0,0,0.282,1,1,0.192,12,2.0,0,0.518,14.0
0,1,0.5,0,1,0.042,0,0.0,1,0.529,0.0
1,1,0.41,1,0,0.035,0,0.0,1,0.621,0.0
0,1,0.462,0,1,0.05,0,0.0,0,0.718,0.0
0,1,0.692,0,1,0.192,7,0.0,0,0.75,7.0
0,1,0.333,1,0,0.564,220,238.0,1,0.679,458.0
1,1,0.628,1,0,0.685,0,0.0,1,0.836,0.0
1,1,0.41,1,0,0.029,0,0.0,1,0.661,0.0
1,1,0.115,1,0,0.062,148,150.0,0,0.464,298.0
0,1,0.269,1,0,0.496,36,37.0,1,0.575,73.0
1,1,0.526,1,1,0.044,17,14.0,0,0.629,31.0
0,1,0.603,1,0,0.057,0,5.0,1,0.85,5.0
1,1,0.41,1,2,0.047,0,27.0,1,0.664,27.0
0,0,0.205,1,0,0.265,136,116.0,1,0.754,252.0
0,1,0.282,1,0,0.064,23,20.0,1,0.861,43.0
0,1,0.833,1,1,0.287,9,0.0,0,0.482,9.0
1,1,0.474,1,1,0.182,18,32.0,0,0.729,50.0
1,1,0.282,1,0,0.061,0,0.0,0,0.557,0.0
0,1,0.603,1,0,0.042,120,108.0,1,0.836,228.0
1,0,0.231,1,0,0.044,0,0.0,1,0.8,0.0
0,1,0.321,0,1,0.047,0,0.0,0,0.607,0.0
0,1,0.577,0,1,0.332,70,58.0,0,0.536,128.0
1,1,0.615,1,0,0.665,0,0.0,1,0.771,0.0
1,1,0.449,0,2,0.063,0,0.0,0,0.632,0.0
1,1,0.679,1,0,0.457,0,0.0,1,0.925,0.0
0,0,0.179,1,1,0.235,0,0.0,0,0.375,0.0
1,1,0.513,0,1,0.048,20,0.0,0,0.693,20.0
1,0,0.192,1,1,0.104,0,0.0,1,0.682,0.0
0,0,0.218,1,1,0.235,0,64.0,0,0.725,64.0
1,1,0.564,1,0,0.781,0,0.0,1,0.754,0.0
0,0,0.385,1,0,0.316,77,70.0,0,0.814,147.0
0,1,0.423,1,0,0.448,330,320.0,0,0.507,650.0
1,1,0.564,1,0,0.342,0,0.0,1,0.964,0.0
1,1,0.603,1,0,0.021,0,0.0,1,0.625,0.0
1,0,0.41,1,1,0.027,0,0.0,0,0.486,0.0
0,1,0.462,1,0,0.678,24,10.0,0,0.5,34.0
1,1,0.667,1,0,0.618,0,0.0,1,0.729,0.0
0,1,0.59,1,0,0.308,28,18.0,1,0.804,46.0
0,1,0.231,1,2,0.285,0,0.0,0,0.746,0.0
1,1,0.654,1,0,0.575,1,0.0,0,0.611,1.0
0,1,0.551,1,0,0.416,10,8.0,1,0.675,18.0
1,0,0.205,1,1,0.21,0,9.0,0,0.489,9.0
1,1,0.372,0,1,0.316,27,6.0,0,0.696,33.0
1,1,0.526,1,0,0.162,0,0.0,1,0.746,0.0
0,0,0.192,1,0,0.074,0,0.0,1,0.668,0.0
0,1,0.423,1,0,0.112,0,0.0,1,0.789,0.0
1,1,0.487,1,1,0.034,0,0.0,1,0.586,0.0
0,1,0.654,1,0,0.47,0,0.0,1,0.721,0.0
0,1,0.397,0,1,0.11,10,0.0,0,0.711,10.0
0,0,0.269,1,1,0.172,0,0.0,0,0.454,0.0
1,0,0.244,1,1,0.03,4,0.0,0,0.529,4.0
1,1,0.115,1,1,0.104,0,0.0,1,0.639,0.0
0,1,0.192,1,0,0.793,15,11.0,0,0.564,26.0
0,1,0.179,1,0,0.534,0,0.0,1,0.707,0.0
0,1,0.474,0,1,0.396,0,0.0,0,0.625,0.0
1,1,0.487,1,1,0.032,42,91.0,1,0.886,133.0
0,1,0.603,1,2,0.123,0,0.0,1,0.454,0.0
1,0,0.397,1,1,0.084,0,0.0,0,0.543,0.0
1,1,0.346,1,0,0.15,65,47.0,1,0.804,112.0
0,1,0.641,1,0,0.168,3,8.0,0,0.554,11.0
0,1,0.615,1,0,0.56,2,0.0,0,0.568,2.0
1,1,0.513,1,2,0.189,41,32.0,1,0.786,73.0
1,1,0.41,1,0,0.335,0,0.0,1,0.796,0.0
1,1,0.077,0,1,0.054,53,58.0,0,0.7,111.0
1,1,0.397,1,0,0.749,30,9.0,0,0.25,39.0
1,1,0.641,1,0,0.23,45,52.0,0,0.332,97.0
0,1,0.231,0,1,0.37,27,0.0,0,0.593,27.0
0,1,0.808,0,1,0.357,0,7.0,0,0.654,7.0
0,1,0.282,0,1,0.352,0,0.0,0,0.468,0.0
1,1,0.744,0,1,0.132,0,0.0,0,0.443,0.0
1,1,0.244,1,0,0.183,3,0.0,1,0.743,3.0
0,0,0.218,1,1,0.042,2,0.0,0,0.704,2.0
1,1,0.397,1,0,0.669,3,19.0,1,0.85,22.0
1,1,0.269,1,1,0.178,0,0.0,0,0.543,0.0
0,1,0.333,1,0,0.378,0,0.0,1,0.646,0.0
1,1,0.526,1,0,0.451,0,0.0,1,0.693,0.0
0,1,0.449,0,1,0.06,4,36.0,0,0.614,40.0
1,1,0.538,0,1,0.204,58,43.0,0,0.607,101.0
0,1,0.321,1,0,0.429,25,17.0,0,0.611,42.0
0,1,0.449,1,0,0.33,51,28.0,1,0.607,79.0
1,1,0.462,1,0,0.72,30,18.0,0,0.671,48.0
1,1,0.333,1,2,0.056,13,13.0,1,0.35,26.0
0,0,0.192,1,1,0.162,22,6.0,0,0.593,28.0
0,0,0.231,1,1,0.515,50,43.0,0,0.511,93.0
0,1,0.513,1,0,0.082,0,0.0,0,0.464,0.0
1,0,0.026,1,1,0.205,35,9.0,0,0.421,44.0
1,0,0.269,1,0,0.095,37,30.0,0,0.575,67.0
0,0,0.205,1,1,0.082,0,0.0,1,0.682,0.0
0,1,0.705,0,1,0.092,0,28.0,0,0.668,28.0
0,0,0.333,1,1,0.013,0,0.0,0,0.6,0.0
1,1,0.346,0,1,0.028,16,40.0,0,0.625,56.0
1,0,0.167,1,1,0.201,39,32.0,0,0.668,71.0
0,1,0.615,0,1,0.02,0,0.0,0,0.718,0.0
0,1,0.026,1,2,0.131,0,0.0,1,0.543,0.0
0,1,0.269,0,1,0.042,31,27.0,0,0.757,58.0
1,1,0.333,1,0,0.037,1,0.0,1,0.921,1.0
1,1,0.179,0,1,0.149,0,3.0,0,0.771,3.0
1,1,0.538,1,0,0.112,81,99.0,1,0.711,180.0
0,1,0.346,0,1,0.221,23,17.0,0,0.632,40.0
0,1,0.372,0,1,0.073,34,18.0,0,0.539,52.0
1,1,0.436,1,0,0.388,0,0.0,1,0.807,0.0
0,1,0.256,0,1,0.077,0,12.0,0,0.621,12.0
0,1,0.462,1,1,0.045,12,7.0,0,0.371,19.0
1,1,0.064,0,1,0.393,4,0.0,0,0.525,4.0
1,0,0.205,1,1,0.039,0,0.0,0,0.564,0.0
0,1,0.192,1,0,0.183,17,21.0,1,0.707,38.0
0,0,0.244,1,1,0.125,0,0.0,0,0.632,0.0
0,1,0.487,1,0,0.374,66,58.0,1,0.65,124.0
0,1,0.615,1,0,0.392,0,0.0,1,0.425,0.0
0,1,0.295,0,1,0.039,20,14.0,0,0.446,34.0
1,1,0.513,1,0,0.193,0,8.0,0,0.35,8.0
0,0,0.41,1,0,0.046,14,2.0,0,0.661,16.0
1,1,0.526,1,0,0.531,5,19.0,1,0.893,24.0
1,1,0.654,1,1,0.168,4,25.0,0,0.371,29.0
0,1,0.756,0,2,0.085,0,0.0,1,0.55,0.0
0,1,0.372,0,1,0.172,14,0.0,0,0.604,14.0
1,1,0.333,0,1,0.103,12,7.0,0,0.407,19.0
0,1,0.679,1,0,0.687,66,98.0,1,0.839,164.0
0,1,0.0,0,1,0.188,11,3.0,0,0.614,14.0
1,1,0.487,1,0,0.092,0,0.0,1,0.729,0.0
1,0,0.333,1,0,0.141,0,0.0,0,0.761,0.0
0,1,0.628,1,0,0.022,0,0.0,1,0.661,0.0
1,1,0.41,1,0,0.503,14,21.0,1,0.861,35.0
1,1,0.564,1,1,0.128,0,0.0,0,0.568,0.0
1,1,0.333,1,0,0.714,0,0.0,0,0.764,0.0
0,1,0.474,1,0,0.659,0,0.0,1,0.668,0.0
0,1,0.128,1,0,0.106,0,7.0,0,0.55,7.0
1,1,0.333,1,0,0.699,2,0.0,0,0.636,2.0
1,0,0.269,1,0,0.077,5,0.0,0,0.839,5.0
1,0,0.192,1,1,0.024,0,0.0,1,0.496,0.0
0,1,0.372,1,2,0.048,8,12.0,0,0.664,20.0
1,1,0.346,1,0,0.042,71,0.0,1,0.868,71.0
1,1,0.077,0,1,0.074,0,0.0,0,0.614,0.0
0,1,0.103,0,1,0.14,51,79.0,0,0.704,130.0
1,1,0.5,1,0,0.412,0,0.0,1,0.804,0.0
1,1,0.474,1,0,0.014,230,214.0,1,0.621,444.0
1,1,0.679,1,0,0.32,43,23.0,1,0.6,66.0
0,1,0.615,1,0,0.677,0,0.0,0,0.6,0.0
1,1,0.59,1,0,0.034,4,39.0,1,0.664,43.0
1,1,0.295,1,1,0.034,0,0.0,0,0.789,0.0
1,1,0.295,0,1,0.301,0,0.0,0,0.543,0.0
0,1,0.577,0,1,0.04,66,72.0,0,0.554,138.0
1,1,0.077,0,1,0.084,0,0.0,0,0.5,0.0
0,1,0.41,1,0,0.075,0,0.0,1,0.725,0.0
1,1,0.0,0,0,0.027,0,0.0,0,0.807,0.0
0,1,0.128,1,0,0.139,0,0.0,1,0.65,0.0
1,0,0.244,1,1,0.193,0,0.0,0,0.621,0.0
0,1,0.756,1,1,0.181,0,0.0,0,0.336,0.0
1,1,0.474,1,1,0.162,92,104.0,0,0.689,196.0
0,1,0.385,1,0,0.068,34,32.0,0,0.571,66.0
0,1,0.795,0,1,0.077,0,0.0,0,0.568,0.0
1,1,0.667,1,0,0.608,22,13.0,1,0.729,35.0
1,0,0.385,1,1,0.178,0,0.0,0,0.321,0.0
1,1,0.5,1,0,0.172,0,0.0,0,0.664,0.0
1,1,0.269,1,2,0.203,0,0.0,0,0.782,0.0
0,1,0.795,0,1,0.021,0,0.0,0,0.575,0.0
0,1,0.795,0,1,0.013,0,0.0,1,0.657,0.0
0,1,0.577,1,0,0.626,0,0.0,0,0.3,0.0
1,1,0.154,0,1,0.084,34,43.0,0,0.761,77.0
0,1,0.308,1,0,0.545,5,0.0,1,0.682,5.0
1,1,0.603,0,1,0.256,30,35.0,0,0.764,65.0
0,1,0.538,0,1,0.516,0,0.0,0,0.511,0.0
0,1,0.5,1,1,0.163,0,0.0,1,0.782,0.0
0,1,0.436,1,2,0.084,62,46.0,1,0.529,108.0
0,1,0.436,1,0,0.794,17,4.0,1,0.811,21.0
1,1,0.526,1,0,0.776,0,0.0,1,0.675,0.0
0,0,0.013,1,1,0.098,34,25.0,0,0.636,59.0
1,1,0.628,0,1,0.037,20,8.0,0,0.657,28.0
1,1,0.449,1,0,0.134,815,822.0,0,0.414,1637.0
1,1,0.667,0,1,0.148,0,2.0,0,0.671,2.0
1,1,0.718,0,1,0.284,0,0.0,0,0.564,0.0
0,0,0.41,1,0,0.217,0,0.0,0,0.425,0.0
1,1,0.41,1,0,0.346,0,0.0,1,0.789,0.0
1,1,0.551,1,0,0.044,0,0.0,1,0.768,0.0
1,1,0.5,1,0,0.541,0,0.0,1,0.721,0.0
1,0,0.205,1,1,0.175,0,37.0,0,0.671,37.0
1,1,0.654,1,0,0.345,0,9.0,1,0.646,9.0
1,1,0.551,1,0,0.448,0,0.0,1,0.818,0.0
1,1,0.538,0,1,0.039,0,0.0,0,0.564,0.0
1,0,0.385,1,1,0.04,31,55.0,0,0.429,86.0
0,1,0.09,0,1,0.064,12,22.0,0,0.632,34.0
0,1,0.128,0,1,0.064,0,0.0,0,0.743,0.0
